property_type,places,currency,price_aprox_usd,surface_total_in_m2,price_usd_per_m2,latitude,longitude,has_garden
apartment,BenitoJuarez,MXN,165962.4,90.0,1844.0,19.367025,-99.170349,No
apartment,Cuauhtemoc,MXN,210795.9,80.0,2634.9,19.441646,-99.151884,No
house,Coyoacan,MXN,203264.4,232.0,876.1,19.352166,-99.131698,No
apartment,Iztacalco,MXN,21079.6,40.0,527.0,19.3948036,-99.0976808,No
apartment,AlvaroObregon,MXN,52423.0,69.0,759.8,19.362027,-99.19464,No
apartment,VenustianoCarranza,MXN,67175.3,68.0,987.9,19.428152,-99.106194,No
apartment,Xochimilco,MXN,41348.4,50.0,827.0,19.263022,-99.119657,No
apartment,BenitoJuarez,MXN,128456.9,80.0,1605.7,19.383915,-99.173846,No
apartment,Iztapalapa,MXN,51000.5,56.0,910.7,19.345893,-99.067395,No
house,Iztapalapa,MXN,66111.7,70.0,944.5,19.38345,-99.031827,No
apartment,Cuauhtemoc,MXN,217221.1,91.0,2387.0,19.407187,-99.172405,No
apartment,BenitoJuarez,MXN,172034.0,80.0,2150.4,19.399649,-99.165891,No
house,Azcapotzalco,MXN,107280.1,260.0,412.6,19.484102,-99.18436,No
apartment,BenitoJuarez,MXN,39883.7,60.0,664.7,19.372724,-99.137094,No
apartment,VenustianoCarranza,MXN,30831.2,60.0,513.9,19.415783,-99.060391,No
house,VenustianoCarranza,MXN,205477.3,260.0,790.3,19.436974,-99.094087,No
house,Coyoacan,MXN,1043192.4,1750.0,596.1,19.3395,-99.172601,No
apartment,BenitoJuarez,MXN,68597.8,80.0,857.5,19.39932,-99.154999,No
apartment,MiguelHidalgo,MXN,35602.5,52.0,684.7,19.444688,-99.16605,No
house,Cuajimalpa,MXN,106690.1,155.0,688.3,19.3451338989,-99.2793830484,Yes
apartment,BenitoJuarez,MXN,174140.4,70.0,2487.7,19.383952,-99.160229,No
house,BenitoJuarez,MXN,224444.4,270.0,831.3,19.363284,-99.172349,No
house,BenitoJuarez,MXN,158586.3,70.0,2265.5,19.37161,-99.189175,No
house,AlvaroObregon,MXN,228450.1,120.0,1903.8,19.346742,-99.205309,No
apartment,Iztacalco,MXN,33118.7,65.0,509.5,19.402386,-99.069638,No
apartment,Cuauhtemoc,MXN,33192.5,65.0,510.7,19.462598,-99.131469,No
house,AlvaroObregon,MXN,922013.5,600.0,1536.7,19.344201,-99.189162,No
apartment,Azcapotzalco,MXN,131503.9,140.0,939.3,19.484102,-99.18436,No
apartment,MiguelHidalgo,MXN,39260.7,21.0,1869.6,19.4445021981,-99.1660007089,No
house,AlvaroObregon,MXN,113503.0,205.0,553.7,19.340847,-99.22491,No
apartment,MiguelHidalgo,MXN,311099.6,1200.0,259.2,19.426458,-99.224007,No
apartment,Cuauhtemoc,MXN,362305.5,116.0,3123.3,19.4157341697,-99.155623791,No
house,BenitoJuarez,MXN,74719.4,200.0,373.6,19.381407,-99.135302,No
apartment,Azcapotzalco,MXN,38812.3,68.0,570.8,19.464589,-99.183659,No
apartment,BenitoJuarez,MXN,250260.8,100.0,2502.6,19.372713,-99.181832,No
apartment,MiguelHidalgo,USD,1100000.0,420.0,2619.0,19.401079,-99.24807,No
apartment,Iztacalco,MXN,46775.1,50.0,935.5,19.404377,-99.076596,No
apartment,BenitoJuarez,MXN,75125.6,60.0,1252.1,19.377383,-99.144978,No
apartment,AlvaroObregon,MXN,46943.6,60.0,782.4,19.359901,-99.189606,No
apartment,BenitoJuarez,MXN,152827.0,120.0,1273.6,19.359984,-99.1580693,No
apartment,AlvaroObregon,MXN,61864.5,70.0,883.8,19.334546,-99.207876,No
apartment,Cuauhtemoc,MXN,52317.7,60.0,872.0,19.452621,-99.154479,No
apartment,MiguelHidalgo,USD,1350000.0,500.0,2700.0,19.407269,-99.190754,Yes
house,Tlalpan,MXN,221283.2,298.0,742.6,19.28247,-99.211197,No
apartment,Iztapalapa,MXN,37354.7,56.0,667.0,19.375983,-99.017354,No
apartment,Iztapalapa,MXN,131716.2,90.0,1463.5,19.318989,-99.094437,No
house,Coyoacan,MXN,19005.8,70.0,271.5,19.350214,-99.162146,No
apartment,Cuajimalpa,USD,750000.0,280.0,2678.6,19.361719,-99.283409,No
house,MiguelHidalgo,USD,700000.0,240.0,2916.7,19.3981537,-99.2384775,No
apartment,AlvaroObregon,MXN,64155.6,95.0,675.3,19.3757,-99.196831,No
house,Xochimilco,MXN,305581.6,184.0,1660.8,19.275725,-99.129684,No
house,Tlalpan,MXN,103883.2,132.0,787.0,19.281248,-99.18035,No
apartment,Tlalpan,MXN,110641.6,100.0,1106.4,19.31534,-99.222755,No
apartment,AlvaroObregon,MXN,49894.1,85.0,587.0,19.366866,-99.221296,No
apartment,AlvaroObregon,MXN,265255.4,76.0,3490.2,19.390806,-99.195413,No
apartment,MiguelHidalgo,MXN,34878.4,54.0,645.9,19.440549,-99.168493,No
apartment,BenitoJuarez,MXN,437401.5,230.0,1901.7,19.381729,-99.164986,No
apartment,BenitoJuarez,MXN,87443.8,86.0,1016.8,19.388044,-99.185753,No
house,GustavoAMadero,MXN,63238.8,104.0,608.1,19.4731247,-99.0817321,Yes
apartment,Cuauhtemoc,MXN,60603.8,53.0,1143.5,19.416151,-99.147042,No
apartment,MiguelHidalgo,MXN,611308.1,247.0,2474.9,19.430456,-99.1889121,No
apartment,Iztapalapa,MXN,52678.6,65.0,810.4,19.378321,-99.102702,No
apartment,Cuauhtemoc,MXN,156481.7,52.0,3009.3,19.405298,-99.164986,No
apartment,AlvaroObregon,MXN,1807673.2,360.0,5021.3,19.383531,-99.233933,No
apartment,Coyoacan,MXN,222600.4,115.0,1935.7,19.3023717,-99.167894,No
apartment,MiguelHidalgo,USD,1300000.0,199.0,6532.7,19.407269,-99.190754,No
apartment,AlvaroObregon,MXN,546119.5,241.0,2266.1,19.3564335,-99.1988448,No
house,Coyoacan,MXN,669277.0,400.0,1673.2,19.305704,-99.182983,No
apartment,BenitoJuarez,MXN,123813.2,69.0,1794.4,19.3814504,-99.1919122,No
apartment,MiguelHidalgo,MXN,1001280.6,300.0,3337.6,19.4370357,-99.2117591,No
apartment,Cuauhtemoc,MXN,178080.3,58.0,3070.4,19.441646,-99.151884,No
apartment,Iztapalapa,MXN,41885.8,60.0,698.1,19.318575,-99.08635,No
apartment,Coyoacan,MXN,237089.2,135.0,1756.2,19.347683,-99.165877,No
house,MagdalenaContreras,MXN,463156.8,133.0,3482.4,19.3109757,-99.2426849,No
apartment,BenitoJuarez,MXN,102763.0,65.0,1581.0,19.3697678418,-99.1392753126,No
apartment,BenitoJuarez,MXN,132769.9,70.0,1896.7,19.378643,-99.148281,No
apartment,BenitoJuarez,MXN,383991.2,173.0,2219.6,19.3840559,-99.1617205,No
apartment,BenitoJuarez,MXN,433098.7,152.0,2849.3,19.381729,-99.164986,No
apartment,GustavoAMadero,MXN,45046.9,60.0,750.8,19.517598,-99.137671,No
house,BenitoJuarez,MXN,391202.1,310.0,1261.9,19.39365,-99.14769,No
apartment,VenustianoCarranza,MXN,31787.5,55.0,578.0,19.441816,-99.092908,No
apartment,AlvaroObregon,MXN,50942.3,103.0,494.6,19.387613,-99.202726,No
house,AlvaroObregon,MXN,113476.1,205.0,553.5,19.340717,-99.225777,No
apartment,Tlalpan,MXN,168636.7,80.0,2108.0,19.3033001,-99.2310901,No
apartment,BenitoJuarez,MXN,129643.9,120.0,1080.4,19.399795,-99.167793,No
PH,BenitoJuarez,MXN,384495.0,176.0,2184.6,19.3699084,-99.1452148,No
apartment,Cuauhtemoc,MXN,108955.6,95.0,1146.9,19.413359,-99.159891,No
apartment,Cuajimalpa,USD,1200000.0,553.0,2170.0,19.390415,-99.254997,No
house,Coyoacan,MXN,151210.2,100.0,1512.1,19.350214,-99.162146,No
house,Coyoacan,MXN,442671.4,147.0,3011.4,19.3538129,-99.1636051,No
apartment,Tlalpan,USD,275000.0,155.0,1774.2,19.293261,-99.173567,No
apartment,BenitoJuarez,MXN,46364.1,60.0,772.7,19.380236,-99.139978,No
apartment,Coyoacan,MXN,90093.9,85.0,1059.9,19.353813,-99.163605,No
apartment,BenitoJuarez,MXN,79820.0,65.0,1228.0,19.371992,-99.157853,No
apartment,MiguelHidalgo,USD,2200000.0,300.0,7333.3,19.407269,-99.190754,No
apartment,BenitoJuarez,MXN,165105.9,74.0,2231.2,19.3807458,-99.1553016,No
apartment,Cuauhtemoc,MXN,48987.9,54.0,907.2,19.45984,-99.124797,No
apartment,MiguelHidalgo,MXN,342543.4,80.0,4281.8,19.407269,-99.190754,No
house,MagdalenaContreras,MXN,36985.9,85.0,435.1,19.306255,-99.234777,No
house,Cuauhtemoc,MXN,91621.8,136.0,673.7,19.409199,-99.144715,No
apartment,Cuauhtemoc,MXN,58685.6,90.0,652.1,19.450827,-99.156468,No
house,BenitoJuarez,MXN,331924.8,220.0,1508.7,19.388044,-99.185753,No
apartment,AlvaroObregon,MXN,87248.8,100.0,872.5,19.393568,-99.186143,No
apartment,BenitoJuarez,MXN,303783.2,122.0,2490.0,19.394358,-99.177444,No
house,AlvaroObregon,MXN,777691.2,483.0,1610.1,19.313485,-99.205781,No
house,AlvaroObregon,MXN,948356.7,450.0,2107.5,19.325279,-99.201732,No
house,Coyoacan,MXN,221283.2,152.0,1455.8,19.312981,-99.131271,No
house,AlvaroObregon,MXN,86885.1,90.0,965.4,19.342257,-99.219357,No
apartment,AlvaroObregon,MXN,86932.7,1200.0,72.4,19.38696,-99.219493,No
apartment,Cuauhtemoc,MXN,292410.0,170.0,1720.1,19.41433,-99.158007,No
house,Xochimilco,MXN,83314.9,150.0,555.4,19.281865,-99.109343,No
apartment,Tlahuac,MXN,17494.0,50.0,349.9,19.302219,-99.049311,No
house,MagdalenaContreras,MXN,289844.4,406.0,713.9,19.318155,-99.220718,Yes
apartment,MiguelHidalgo,USD,1750000.0,407.0,4299.8,19.407269,-99.190754,No
apartment,BenitoJuarez,MXN,194940.0,104.0,1874.4,19.372684,-99.183678,No
apartment,Iztacalco,MXN,63223.8,74.0,854.4,19.400763,-99.132191,No
apartment,BenitoJuarez,MXN,118309.2,77.0,1536.5,19.3723335,-99.1905974,No
apartment,MiguelHidalgo,MXN,81683.4,80.0,1021.0,19.441043,-99.175585,No
apartment,BenitoJuarez,MXN,63243.8,60.0,1054.1,19.403302,-99.14489,No
apartment,Coyoacan,MXN,150156.5,100.0,1501.6,19.343979,-99.124863,No
apartment,Iztacalco,MXN,39946.4,60.0,665.8,19.3939,-99.128976,No
apartment,BenitoJuarez,MXN,130662.5,76.0,1719.2,19.391928,-99.161305,No
apartment,BenitoJuarez,MXN,200256.1,108.0,1854.2,19.394073,-99.153915,No
apartment,BenitoJuarez,MXN,76711.5,85.0,902.5,19.396705,-99.181902,No
apartment,BenitoJuarez,MXN,96198.8,100.0,962.0,19.365865,-99.148341,No
apartment,Cuauhtemoc,MXN,84298.4,57.0,1478.9,19.412061,-99.1448,No
apartment,Tlahuac,MXN,8693.3,49.0,177.4,19.2833726485,-99.0550169349,No
apartment,Cuauhtemoc,MXN,60811.7,90.0,675.7,19.441809,-99.156423,No
house,AlvaroObregon,MXN,268701.1,252.0,1066.3,19.365175,-99.230064,No
apartment,BenitoJuarez,MXN,231151.4,80.0,2889.4,19.383865,-99.174973,No
apartment,VenustianoCarranza,MXN,31980.7,56.0,571.1,19.4261250552,-99.0609741211,No
apartment,Iztacalco,MXN,18449.2,50.0,369.0,19.409701,-99.069021,No
apartment,MiguelHidalgo,MXN,72777.3,65.0,1119.7,19.401819,-99.184615,No
apartment,Iztapalapa,MXN,152640.0,79.0,1932.2,19.318989,-99.094437,No
apartment,Coyoacan,MXN,342462.1,141.0,2428.8,19.350214,-99.162146,No
apartment,MiguelHidalgo,MXN,440942.0,255.0,1729.2,19.444094,-99.202861,No
apartment,GustavoAMadero,MXN,37191.4,50.0,743.8,19.489521,-99.079282,No
apartment,Tlalpan,MXN,49638.6,84.0,590.9,19.2672863,-99.1659764,No
apartment,Tlalpan,MXN,50410.4,63.0,800.2,19.278036,-99.170541,No
house,Iztapalapa,MXN,245044.8,142.0,1725.7,23.634501,-102.552788,No
apartment,Tlalpan,MXN,81874.8,45.0,1819.4,19.286045,-99.125523,No
apartment,Iztapalapa,MXN,39778.3,65.0,612.0,19.29292,-99.064874,No
apartment,Iztapalapa,MXN,26817.4,42.0,638.5,19.372604,-99.024702,No
apartment,Iztapalapa,MXN,26290.6,47.0,559.4,19.359759,-99.08807,No
apartment,BenitoJuarez,MXN,123813.2,110.0,1125.6,19.39365,-99.14769,No
house,Tlahuac,MXN,63808.6,208.0,306.8,19.307883,-99.056719,No
apartment,Iztapalapa,MXN,32823.7,52.0,631.2,19.329521,-99.08413,No
house,Iztapalapa,MXN,24132.5,37.0,652.2,19.354885,-99.0994268,No
apartment,Iztapalapa,MXN,27607.7,60.0,460.1,19.355462,-99.065676,No
apartment,Cuajimalpa,MXN,168636.7,78.0,2162.0,19.3499358,-99.2906864,No
apartment,Cuauhtemoc,MXN,38891.8,569.0,68.4,19.414334,-99.144165,No
house,Tlalpan,MXN,155425.1,224.0,693.9,19.277949,-99.232202,No
house,Iztapalapa,MXN,35729.9,60.0,595.5,19.330989,-99.072182,No
apartment,Cuauhtemoc,MXN,49525.3,50.0,990.5,19.423086,-99.145135,No
apartment,Coyoacan,MXN,47128.0,76.0,620.1,19.326922,-99.121203,No
apartment,BenitoJuarez,MXN,113275.9,48.0,2359.9,19.381081,-99.148625,No
house,AlvaroObregon,MXN,938041.8,684.0,1371.4,19.3605334,-99.2267067,No
house,Coyoacan,MXN,684924.3,459.0,1492.2,19.34189,-99.166374,No
apartment,Tlahuac,MXN,15148.0,43.0,352.3,19.304676,-99.042382,No
apartment,VenustianoCarranza,MXN,151073.1,63.0,2398.0,19.4306069,-99.0949899,No
apartment,Tlalpan,MXN,159320.7,84.0,1896.7,19.287598,-99.14769,No
apartment,BenitoJuarez,MXN,116728.2,65.0,1795.8,19.39365,-99.14769,No
apartment,MiguelHidalgo,USD,1100000.0,240.0,4583.3,19.407269,-99.190754,No
apartment,Cuajimalpa,MXN,590228.6,240.0,2459.3,19.390415,-99.254997,No
apartment,GustavoAMadero,MXN,26265.9,59.0,445.2,19.48492,-99.11168,No
apartment,Cuauhtemoc,MXN,169615.3,100.0,1696.2,19.424171,-99.159991,No
house,Iztapalapa,MXN,47944.7,110.0,435.9,19.347005,-99.061596,No
house,Iztapalapa,MXN,47429.1,212.0,223.7,19.359004,-99.092622,Yes
apartment,BenitoJuarez,MXN,160851.8,74.0,2173.7,19.375626,-99.15461,No
house,MagdalenaContreras,MXN,151635.9,294.0,515.8,19.307933,-99.240102,No
apartment,BenitoJuarez,MXN,86142.4,69.0,1248.4,19.397983,-99.146696,No
house,AlvaroObregon,MXN,86864.5,180.0,482.6,19.342257,-99.219357,No
apartment,Coyoacan,MXN,40392.9,60.0,673.2,19.324239,-99.117785,No
apartment,AlvaroObregon,MXN,247158.2,126.0,1961.6,19.331932,-99.246689,No
apartment,Cuauhtemoc,MXN,395242.3,162.0,2439.8,19.4348398,-99.1521771,No
apartment,MiguelHidalgo,USD,760000.0,191.0,3979.1,19.407269,-99.190754,Yes
apartment,BenitoJuarez,MXN,416223.5,150.0,2774.8,19.393431,-99.175782,No
apartment,MiguelHidalgo,MXN,687163.5,150.0,4581.1,19.433077,-99.198212,No
apartment,MiguelHidalgo,MXN,1407413.8,420.0,3351.0,19.407269,-99.190754,No
apartment,Iztapalapa,MXN,43093.8,49.0,879.5,19.318989,-99.094437,No
apartment,AlvaroObregon,MXN,75833.8,56.0,1354.2,19.334546,-99.207876,No
apartment,Cuauhtemoc,MXN,334416.5,73.0,4581.0,19.430718,-99.1583733,No
apartment,BenitoJuarez,MXN,183989.5,80.0,2299.9,19.396018,-99.147827,No
apartment,Cuauhtemoc,MXN,121178.9,70.0,1731.1,19.446829,-99.159454,No
house,VenustianoCarranza,MXN,31611.9,70.0,451.6,19.397183,-99.099169,No
apartment,AlvaroObregon,MXN,50403.4,103.0,489.4,19.38499,-99.227853,No
apartment,MiguelHidalgo,USD,800000.0,180.0,4444.4,19.407269,-99.190754,No
house,MiguelHidalgo,USD,4600000.0,690.0,6666.7,19.410678,-99.234444,No
apartment,Iztapalapa,MXN,37934.3,50.0,758.7,19.363174,-99.013236,No
apartment,BenitoJuarez,MXN,174291.3,83.0,2099.9,19.3908165,-99.1466355,No
house,Tlalpan,MXN,468909.7,350.0,1339.7,19.275882,-99.148657,No
apartment,MiguelHidalgo,USD,1490000.0,250.0,5960.0,19.407269,-99.190754,No
house,Tlalpan,MXN,73761.1,85.0,867.8,19.290953,-99.124863,No
apartment,MiguelHidalgo,MXN,653467.3,165.0,3960.4,19.407269,-99.190754,No
apartment,MiguelHidalgo,MXN,297722.2,180.0,1654.0,19.420166,-99.220367,No
apartment,AlvaroObregon,MXN,148657.1,120.0,1238.8,19.335033,-99.200347,No
apartment,GustavoAMadero,MXN,36248.3,59.0,614.4,19.5236236755,-99.1559243202,No
apartment,Xochimilco,MXN,68508.7,60.0,1141.8,19.263462,-99.104913,No
apartment,BenitoJuarez,MXN,77976.0,70.0,1113.9,19.375374,-99.137657,No
apartment,BenitoJuarez,MXN,146154.5,90.0,1623.9,19.364967,-99.1428406,No
apartment,MiguelHidalgo,USD,1400000.0,280.0,5000.0,19.4318149,-99.1940586,No
apartment,Coyoacan,MXN,96205.5,95.0,1012.7,19.314216,-99.135841,No
apartment,BenitoJuarez,MXN,280977.0,230.0,1221.6,19.381729,-99.164986,Yes
house,AlvaroObregon,MXN,402349.1,400.0,1005.9,19.320576,-99.20929,No
apartment,BenitoJuarez,MXN,150156.5,130.0,1155.0,19.364891,-99.148384,No
apartment,Iztapalapa,MXN,88513.3,75.0,1180.2,19.373503,-99.112912,No
apartment,Iztapalapa,MXN,44794.1,53.0,845.2,19.357715,-99.084599,No
house,AlvaroObregon,MXN,218595.4,200.0,1093.0,19.364349,-99.219922,No
apartment,Cuauhtemoc,MXN,65120.5,90.0,723.6,19.452621,-99.154479,No
house,MiguelHidalgo,USD,855000.0,505.0,1693.1,19.4034814,-99.2456791,No
apartment,Coyoacan,MXN,94436.6,58.0,1628.2,19.343979,-99.124863,No
apartment,MiguelHidalgo,MXN,579688.8,180.0,3220.5,19.4336444,-99.1901467,No
house,Azcapotzalco,MXN,118544.6,90.0,1317.2,19.478109,-99.21067,No
apartment,MiguelHidalgo,USD,1610000.0,255.0,6313.7,19.407269,-99.190754,Yes
apartment,BenitoJuarez,MXN,52405.4,60.0,873.4,19.37335,-99.174777,No
apartment,BenitoJuarez,MXN,38989.8,90.0,433.2,19.365611,-99.140876,No
apartment,Cuajimalpa,MXN,632387.7,165.0,3832.7,19.35735,-99.299792,No
house,Azcapotzalco,MXN,150192.1,189.0,794.7,19.47517,-99.152534,Yes
apartment,BenitoJuarez,MXN,76219.8,90.0,846.9,19.359625,-99.152478,No
house,Tlalpan,MXN,342462.1,555.0,617.0,19.283585,-99.179989,No
apartment,AlvaroObregon,MXN,50942.3,103.0,494.6,19.367968,-99.263608,No
house,BenitoJuarez,MXN,246994.2,210.0,1176.2,19.375626,-99.15461,No
apartment,BenitoJuarez,MXN,185595.3,122.0,1521.3,19.39365,-99.14769,No
apartment,Iztapalapa,MXN,29212.3,56.0,521.6,19.342083,-99.0532159,No
apartment,Tlahuac,MXN,86383.2,126.0,685.6,19.2990233,-99.0436467,No
house,Tlalpan,MXN,337193.5,350.0,963.4,19.214554,-99.20929,No
apartment,MiguelHidalgo,MXN,42334.8,75.0,564.5,19.451576,-99.190662,No
house,VenustianoCarranza,MXN,182268.9,365.0,499.4,19.414261,-99.104118,No
house,VenustianoCarranza,MXN,105408.0,80.0,1317.6,19.419515,-99.100975,No
apartment,BenitoJuarez,MXN,57733.9,65.0,888.2,19.376456,-99.145563,No
apartment,BenitoJuarez,MXN,208638.5,89.0,2344.3,19.400004,-99.16735,No
apartment,Cuajimalpa,MXN,209379.5,126.0,1661.7,19.3652115,-99.3016761,No
apartment,Azcapotzalco,MXN,21079.6,43.0,490.2,19.484102,-99.18436,No
apartment,Cuauhtemoc,MXN,42676.0,65.0,656.6,19.449392,-99.138544,No
apartment,VenustianoCarranza,MXN,48513.7,46.0,1054.6,19.456845,-99.122265,No
apartment,Xochimilco,MXN,37049.1,50.0,741.0,19.263462,-99.104913,No
house,Tlalpan,MXN,303019.1,527.0,575.0,19.2536688,-99.1726141,Yes
apartment,Tlalpan,MXN,103370.9,104.0,994.0,19.302422,-99.230829,No
apartment,Azcapotzalco,MXN,65194.2,85.0,767.0,19.486016,-99.180528,No
apartment,BenitoJuarez,MXN,221283.2,138.0,1603.5,19.382727579,-99.1582889556,No
apartment,Azcapotzalco,MXN,71126.8,69.0,1030.8,19.4752953603,-99.1893056412,No
house,GustavoAMadero,MXN,216173.9,370.0,584.3,19.508795,-99.125714,No
apartment,Tlalpan,MXN,104054.6,105.0,991.0,19.28356,-99.202343,No
apartment,MiguelHidalgo,USD,950000.0,240.0,3958.3,19.430456,-99.1889121,No
house,BenitoJuarez,MXN,90093.9,160.0,563.1,19.379636,-99.187916,No
house,Coyoacan,MXN,129081.9,192.0,672.3,19.3057566622,-99.1624689102,No
apartment,Cuauhtemoc,MXN,258225.0,97.0,2662.1,19.4195256,-99.162549,No
apartment,Tlalpan,MXN,48642.7,90.0,540.5,19.285118,-99.217489,No
house,BenitoJuarez,MXN,258926.8,150.0,1726.2,19.391252,-99.168867,No
house,BenitoJuarez,MXN,258926.8,95.0,2725.5,19.391252,-99.168867,No
apartment,BenitoJuarez,MXN,210795.9,135.0,1561.5,19.380747,-99.155304,Yes
house,Iztapalapa,MXN,51821.4,64.0,809.7,19.31672,-99.086373,No
house,BenitoJuarez,MXN,398140.8,180.0,2211.9,19.3935143,-99.1649891,No
apartment,Azcapotzalco,MXN,39573.9,75.0,527.7,19.498877,-99.207909,No
apartment,BenitoJuarez,MXN,57733.8,70.0,824.8,19.376456,-99.145563,No
house,Iztapalapa,MXN,63594.1,148.0,429.7,19.358785,-99.07913,No
house,Tlalpan,MXN,142253.5,117.0,1215.8,19.268879,-99.208038,No
apartment,Cuauhtemoc,MXN,373140.5,101.0,3694.5,19.4096083,-99.1806878,No
house,MiguelHidalgo,MXN,308215.9,490.0,629.0,19.457585,-99.201651,No
house,Iztapalapa,MXN,108867.8,130.0,837.4,19.387585,-99.08133,No
apartment,Coyoacan,MXN,53099.5,60.0,885.0,19.324386,-99.124228,No
store,Cuauhtemoc,MXN,86426.3,78.0,1108.0,19.428622,-99.14602,No
apartment,Cuauhtemoc,MXN,70863.3,60.0,1181.1,19.450551,-99.156352,No
apartment,Cuajimalpa,MXN,322894.1,105.0,3075.2,19.384553,-99.2491233,No
apartment,AlvaroObregon,MXN,384611.3,166.0,2316.9,19.382986,-99.241837,No
apartment,MiguelHidalgo,MXN,50930.3,73.0,697.7,19.399461,-99.175182,No
apartment,Cuauhtemoc,MXN,84298.4,48.0,1756.2,19.452728,-99.161658,No
apartment,Coyoacan,MXN,58990.7,90.0,655.5,19.299511,-99.150433,No
apartment,BenitoJuarez,MXN,172074.0,100.0,1720.7,19.399649,-99.165891,No
apartment,Iztapalapa,MXN,273969.7,529.0,517.9,19.373161,-99.130394,No
apartment,BenitoJuarez,MXN,105820.8,65.0,1628.0,19.371992,-99.157853,No
apartment,BenitoJuarez,MXN,193715.0,83.0,2333.9,19.362864,-99.173988,No
house,MiguelHidalgo,MXN,632387.7,297.0,2129.3,19.40403,-99.233528,No
apartment,Coyoacan,MXN,19757.4,62.0,318.7,19.350214,-99.162146,No
apartment,BenitoJuarez,MXN,75107.7,65.0,1155.5,19.377383,-99.144978,No
house,Iztapalapa,MXN,121178.9,121.0,1001.5,19.358065,-99.093647,No
apartment,MiguelHidalgo,MXN,283453.3,150.0,1889.7,19.43475,-99.189814,No
apartment,Cuauhtemoc,MXN,210745.9,108.0,1951.4,19.41498,-99.177444,No
house,AlvaroObregon,MXN,124340.1,80.0,1554.3,19.364233,-99.243773,No
house,Cuauhtemoc,MXN,453103.8,618.0,733.2,19.446829,-99.159454,No
apartment,Coyoacan,MXN,149629.6,107.0,1398.4,19.350054,-99.123847,No
apartment,Cuauhtemoc,MXN,94449.3,60.0,1574.2,19.420551,-99.14649,No
apartment,GustavoAMadero,MXN,35080.8,60.0,584.7,19.516777,-99.160149,No
apartment,BenitoJuarez,MXN,173822.3,74.0,2349.0,19.371992,-99.157853,No
apartment,Cuauhtemoc,MXN,184402.7,95.0,1941.1,19.41498,-99.177444,No
apartment,Coyoacan,MXN,54793.9,70.0,782.8,19.350214,-99.162146,No
apartment,MiguelHidalgo,MXN,368805.4,106.0,3479.3,19.4374999,-99.1873839,No
house,Tlalpan,MXN,194940.0,500.0,389.9,19.269243,-99.212402,No
apartment,BenitoJuarez,MXN,106848.2,70.0,1526.4,19.373802,-99.189214,No
house,Coyoacan,MXN,122021.9,180.0,677.9,19.328833,-99.133163,No
apartment,BenitoJuarez,MXN,108270.7,60.0,1804.5,19.375412,-99.144234,No
apartment,Cuauhtemoc,MXN,55847.7,55.0,1015.4,19.408805,-99.129702,No
house,BenitoJuarez,MXN,257531.5,380.0,677.7,19.403597,-99.149771,No
apartment,Coyoacan,MXN,132801.4,106.0,1252.8,19.350054,-99.123847,No
apartment,Cuauhtemoc,MXN,263432.4,106.0,2485.2,19.415025,-99.1551,No
house,Tlalpan,MXN,263432.4,220.0,1197.4,19.240322,-99.157167,No
apartment,Azcapotzalco,MXN,46574.8,66.0,705.7,19.49662,-99.185876,No
apartment,AlvaroObregon,MXN,48120.4,311.0,154.7,19.38972,-99.201726,No
apartment,AlvaroObregon,MXN,658737.2,258.0,2553.2,19.3605334,-99.2267067,No
apartment,AlvaroObregon,MXN,87248.8,90.0,969.4,19.394638,-99.186447,No
apartment,BenitoJuarez,MXN,134719.3,73.0,1845.5,19.364891,-99.148384,No
apartment,Iztapalapa,MXN,51118.0,80.0,639.0,19.395427,-99.05035,No
house,BenitoJuarez,MXN,258926.8,150.0,1726.2,19.391253,-99.168867,No
house,MagdalenaContreras,MXN,308215.9,318.0,969.2,19.304898,-99.241515,Yes
house,MiguelHidalgo,MXN,1580969.3,773.0,2045.2,19.4064039,-99.1873154,Yes
apartment,Coyoacan,MXN,144387.3,87.0,1659.6,19.3358468,-99.1479328,No
house,GustavoAMadero,MXN,42141.3,160.0,263.4,19.472959,-99.122655,No
apartment,BenitoJuarez,MXN,184446.4,115.0,1603.9,19.3797151,-99.1677132,No
apartment,VenustianoCarranza,MXN,105134.5,80.0,1314.2,19.4068945,-99.1237906,No
apartment,Coyoacan,MXN,74762.1,50.0,1495.2,19.308287,-99.146309,No
apartment,Azcapotzalco,MXN,116384.4,70.0,1662.6,19.486669,-99.173765,No
apartment,AlvaroObregon,MXN,39887.5,75.0,531.8,19.38828,-99.195529,No
apartment,MiguelHidalgo,MXN,44888.9,60.0,748.1,19.449292,-99.17551,No
apartment,Cuauhtemoc,MXN,233401.1,74.0,3154.1,19.409095,-99.163216,No
apartment,Tlalpan,MXN,108007.3,62.0,1742.1,19.295734,-99.146996,No
apartment,BenitoJuarez,MXN,131716.2,80.0,1646.5,19.367424,-99.185753,No
house,AlvaroObregon,MXN,1686367.3,1002.0,1683.0,19.390806,-99.195413,Yes
apartment,Iztapalapa,MXN,28398.0,58.0,489.6,23.634501,-102.552788,No
house,Coyoacan,MXN,17386.5,70.0,248.4,19.312244,-99.10609,No
apartment,MiguelHidalgo,USD,2000000.0,450.0,4444.4,19.400524,-99.230064,No
